AgeGroup,CI_Proportion_Lower,CI_Proportion_Upper,Code,Gender,Number,Population,Proportion (%),Region,Risk_Factor,Source_File,Year
55–74,33.7,36.7,PHN108,Females,52831.11,150142.8,35.19,HUNTER NEW ENGLAND AND CENTRAL COAST,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
75+,41.4,45.4,PHN108,Females,23294.31,53696.82,43.38,HUNTER NEW ENGLAND AND CENTRAL COAST,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
18–54,17.9,20.2,PHN108,Males,52495.43,275830.5,19.03,HUNTER NEW ENGLAND AND CENTRAL COAST,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
55–74,37.9,41.2,PHN108,Males,56526.4,142852.1,39.57,HUNTER NEW ENGLAND AND CENTRAL COAST,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
75+,43.5,47.5,PHN108,Males,19846.25,43627.2,45.49,HUNTER NEW ENGLAND AND CENTRAL COAST,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
18–54,15.2,16.9,PHN108,Persons,89864.52,559751.0,16.05,HUNTER NEW ENGLAND AND CENTRAL COAST,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
55–74,36.0,38.7,PHN108,Persons,109489.1,292994.9,37.37,HUNTER NEW ENGLAND AND CENTRAL COAST,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
75+,42.4,46.3,PHN108,Persons,43187.63,97324.01,44.38,HUNTER NEW ENGLAND AND CENTRAL COAST,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
18–54,13.2,15.3,PHN109,Females,15290.32,107251.0,14.26,NORTH COAST,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
55–74,33.4,36.9,PHN109,Females,25837.16,73459.87,35.17,NORTH COAST,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
75+,41.7,46.2,PHN109,Females,11561.64,26310.8,43.94,NORTH COAST,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
18–54,19.1,21.7,PHN109,Males,20424.3,100104.5,20.4,NORTH COAST,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
55–74,38.5,42.2,PHN109,Males,28602.15,70909.89,40.34,NORTH COAST,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
75+,43.8,48.5,PHN109,Males,10263.4,22231.7,46.17,NORTH COAST,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
18–54,16.3,18.2,PHN109,Persons,35761.45,207355.5,17.25,NORTH COAST,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
55–74,36.1,39.4,PHN109,Persons,54505.7,144369.8,37.75,NORTH COAST,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
75+,42.8,47.2,PHN109,Persons,21849.29,48542.5,45.01,NORTH COAST,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
18–54,12.5,14.7,PHN110,Females,7101.539,52116.9,13.63,MURRUMBIDGEE,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
55–74,33.9,37.7,PHN110,Females,10198.22,28495.6,35.79,MURRUMBIDGEE,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
75+,41.7,46.6,PHN110,Females,4543.537,10285.85,44.17,MURRUMBIDGEE,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
18–54,18.0,20.8,PHN110,Males,9883.78,50864.7,19.43,MURRUMBIDGEE,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
55–74,37.5,41.6,PHN110,Males,11460.35,28961.71,39.57,MURRUMBIDGEE,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
75+,43.3,48.3,PHN110,Males,4034.055,8809.615,45.79,MURRUMBIDGEE,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
18–54,15.5,17.6,PHN110,Persons,17007.93,102981.6,16.52,MURRUMBIDGEE,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
55–74,36.0,39.5,PHN110,Persons,21685.15,57457.31,37.74,MURRUMBIDGEE,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
75+,42.6,47.3,PHN110,Persons,8587.123,19095.47,44.97,MURRUMBIDGEE,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
18–54,9.7,11.4,PHN201,Females,53545.94,507883.6,10.54,NORTH WESTERN MELBOURNE,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
55–74,31.9,35.0,PHN201,Females,46641.35,139413.0,33.46,NORTH WESTERN MELBOURNE,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
75+,41.3,45.2,PHN201,Females,18545.4,42874.37,43.26,NORTH WESTERN MELBOURNE,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
18–54,16.3,18.6,PHN201,Males,88137.16,505188.8,17.45,NORTH WESTERN MELBOURNE,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
55–74,36.7,40.0,PHN201,Males,50287.04,131028.4,38.38,NORTH WESTERN MELBOURNE,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
75+,42.9,47.0,PHN201,Males,15254.4,33961.97,44.92,NORTH WESTERN MELBOURNE,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
18–54,13.3,14.7,PHN201,Persons,141882.9,1013072.0,14.0,NORTH WESTERN MELBOURNE,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
55–74,34.5,37.3,PHN201,Persons,97045.35,270441.4,35.88,NORTH WESTERN MELBOURNE,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
75+,42.1,46.0,PHN201,Persons,33836.09,76836.33,44.04,NORTH WESTERN MELBOURNE,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
18–54,10.6,12.3,PHN202,Females,45093.51,392872.6,11.48,EASTERN MELBOURNE,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
55–74,31.6,34.8,PHN202,Females,52003.29,156465.8,33.24,EASTERN MELBOURNE,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
75+,40.1,44.2,PHN202,Females,22347.19,53055.7,42.12,EASTERN MELBOURNE,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
18–54,16.4,18.7,PHN202,Males,67576.33,385234.0,17.54,EASTERN MELBOURNE,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
55–74,35.5,39.1,PHN202,Males,53315.64,142829.4,37.33,EASTERN MELBOURNE,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
75+,41.9,46.1,PHN202,Males,19055.19,43310.47,44.0,EASTERN MELBOURNE,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
18–54,13.7,15.3,PHN202,Persons,112823.8,778106.6,14.5,EASTERN MELBOURNE,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
55–74,33.7,36.7,PHN202,Persons,105443.4,299295.2,35.23,EASTERN MELBOURNE,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
75+,41.0,45.1,PHN202,Persons,41447.57,96366.17,43.01,EASTERN MELBOURNE,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
18–54,10.6,12.3,PHN203,Females,46483.97,405641.1,11.46,SOUTH EASTERN MELBOURNE,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
55–74,31.7,34.8,PHN203,Females,50227.51,150950.5,33.27,SOUTH EASTERN MELBOURNE,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
75+,40.4,44.4,PHN203,Females,21371.46,50405.29,42.4,SOUTH EASTERN MELBOURNE,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
18–54,16.9,19.1,PHN203,Males,71866.91,398792.1,18.02,SOUTH EASTERN MELBOURNE,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
55–74,36.3,39.7,PHN203,Males,53392.51,140629.2,37.97,SOUTH EASTERN MELBOURNE,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
75+,42.4,46.5,PHN203,Males,17980.27,40451.42,44.45,SOUTH EASTERN MELBOURNE,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
18–54,14.0,15.5,PHN203,Persons,118514.3,804433.1,14.73,SOUTH EASTERN MELBOURNE,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
55–74,34.2,37.0,PHN203,Persons,103744.3,291579.7,35.58,SOUTH EASTERN MELBOURNE,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
75+,41.4,45.3,PHN203,Persons,39394.41,90856.71,43.36,SOUTH EASTERN MELBOURNE,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
18–54,12.7,14.9,PHN204,Females,8151.368,59107.64,13.79,GIPPSLAND,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
55–74,33.8,37.6,PHN204,Females,13605.64,38148.87,35.66,GIPPSLAND,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
75+,42.0,46.9,PHN204,Females,5331.347,11992.33,44.46,GIPPSLAND,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
18–54,18.4,21.2,PHN204,Males,11239.3,56798.62,19.79,GIPPSLAND,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
55–74,38.1,42.1,PHN204,Males,14961.98,37295.98,40.12,GIPPSLAND,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
75+,43.6,48.6,PHN204,Males,5014.972,10881.26,46.09,GIPPSLAND,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
18–54,15.7,17.8,PHN204,Persons,19416.39,115906.3,16.75,GIPPSLAND,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
55–74,36.1,39.7,PHN204,Persons,28602.36,75444.85,37.91,GIPPSLAND,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
75+,42.9,47.7,PHN204,Persons,10358.11,22873.59,45.28,GIPPSLAND,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
18–54,12.5,14.5,PHN205,Females,18190.24,134518.1,13.52,MURRAY,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
55–74,33.7,37.1,PHN205,Females,26493.58,74816.07,35.41,MURRAY,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
75+,42.2,46.7,PHN205,Females,11055.53,24871.2,44.45,MURRAY,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
18–54,18.3,20.9,PHN205,Males,25661.69,130744.6,19.63,MURRAY,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
55–74,38.0,41.7,PHN205,Males,29406.48,73845.38,39.82,MURRAY,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
75+,43.8,48.4,PHN205,Males,9995.391,21682.82,46.1,MURRAY,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
18–54,15.6,17.5,PHN205,Persons,43910.59,265262.8,16.55,MURRAY,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
55–74,36.1,39.2,PHN205,Persons,55968.31,148661.4,37.65,MURRAY,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
75+,43.1,47.4,PHN205,Persons,21074.5,46554.02,45.27,MURRAY,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
18–54,12.2,14.1,PHN206,Females,19105.24,145366.9,13.14,WESTERN VICTORIA,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
55–74,33.6,37.1,PHN206,Females,27298.33,77264.27,35.33,WESTERN VICTORIA,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
75+,42.2,46.6,PHN206,Females,11566.24,26054.59,44.39,WESTERN VICTORIA,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
18–54,18.1,20.6,PHN206,Males,27404.83,141660.4,19.34,WESTERN VICTORIA,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
55–74,38.0,41.7,PHN206,Males,29403.36,73715.94,39.89,WESTERN VICTORIA,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
75+,43.9,48.4,PHN206,Males,9782.765,21197.08,46.15,WESTERN VICTORIA,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
18–54,15.3,17.2,PHN206,Persons,46572.66,287027.3,16.23,WESTERN VICTORIA,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
55–74,36.0,39.2,PHN206,Persons,56770.09,150980.2,37.6,WESTERN VICTORIA,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
75+,43.1,47.4,PHN206,Persons,21372.22,47251.67,45.23,WESTERN VICTORIA,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
18–54,10.3,12.0,PHN301,Females,29859.03,266869.6,11.19,BRISBANE NORTH,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
55–74,31.8,35.0,PHN301,Females,31840.28,95305.79,33.41,BRISBANE NORTH,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
75+,40.0,44.1,PHN301,Females,12228.91,29077.86,42.06,BRISBANE NORTH,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
18–54,16.7,19.0,PHN301,Males,46410.46,259772.0,17.87,BRISBANE NORTH,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
55–74,36.6,40.0,PHN301,Males,34173.8,89289.27,38.27,BRISBANE NORTH,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
75+,42.5,46.7,PHN301,Males,10360.12,23222.16,44.61,BRISBANE NORTH,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
18–54,13.7,15.3,PHN301,Persons,76375.02,526641.6,14.5,BRISBANE NORTH,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
55–74,34.4,37.2,PHN301,Persons,66093.59,184595.1,35.8,BRISBANE NORTH,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
75+,41.3,45.2,PHN301,Persons,22613.61,52300.02,43.24,BRISBANE NORTH,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
18–54,10.5,12.2,PHN302,Females,34424.1,302712.6,11.37,BRISBANE SOUTH,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
55–74,31.6,34.8,PHN302,Females,35055.21,105533.9,33.22,BRISBANE SOUTH,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
75+,40.0,44.2,PHN302,Females,12250.8,29106.88,42.09,BRISBANE SOUTH,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
18–54,16.4,18.6,PHN302,Males,51926.87,296940.5,17.49,BRISBANE SOUTH,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
55–74,36.0,39.4,PHN302,Males,37605.95,99803.99,37.68,BRISBANE SOUTH,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
75+,42.1,46.3,PHN302,Males,10474.01,23692.88,44.21,BRISBANE SOUTH,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
18–54,13.7,15.2,PHN302,Persons,86469.22,599653.2,14.42,BRISBANE SOUTH,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
55–74,34.0,36.9,PHN302,Persons,72748.67,205337.9,35.43,BRISBANE SOUTH,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
75+,41.1,45.1,PHN302,Persons,22749.64,52799.75,43.09,BRISBANE SOUTH,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
18–54,11.7,13.6,PHN303,Females,19599.44,155019.2,12.64,GOLD COAST,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
55–74,33.3,36.9,PHN303,Females,22808.98,64973.2,35.1,GOLD COAST,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
75+,41.6,46.2,PHN303,Females,8663.809,19754.68,43.86,GOLD COAST,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
18–54,17.9,20.5,PHN303,Males,28122.1,146293.2,19.22,GOLD COAST,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
55–74,38.1,41.9,PHN303,Males,23888.37,59726.04,40.0,GOLD COAST,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
75+,44.0,48.7,PHN303,Males,7878.137,17001.58,46.34,GOLD COAST,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
18–54,14.9,16.8,PHN303,Persons,47785.75,301312.4,15.86,GOLD COAST,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
55–74,35.9,39.1,PHN303,Persons,46753.03,124699.2,37.49,GOLD COAST,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
75+,42.9,47.3,PHN303,Persons,16560.52,36756.26,45.06,GOLD COAST,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
18–54,12.3,14.1,PHN304,Females,17756.62,134794.4,13.17,DARLING DOWNS AND WEST MORETON,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
55–74,33.8,37.0,PHN304,Females,20581.72,58158.76,35.39,DARLING DOWNS AND WEST MORETON,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
75+,41.7,46.0,PHN304,Females,7680.641,17521.23,43.84,DARLING DOWNS AND WEST MORETON,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
18–54,17.8,20.2,PHN304,Males,24568.37,129554.7,18.96,DARLING DOWNS AND WEST MORETON,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
55–74,37.8,41.3,PHN304,Males,22641.43,57278.17,39.53,DARLING DOWNS AND WEST MORETON,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
75+,43.5,48.0,PHN304,Males,6867.559,15017.62,45.73,DARLING DOWNS AND WEST MORETON,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
18–54,15.2,16.9,PHN304,Persons,42381.2,264349.2,16.03,DARLING DOWNS AND WEST MORETON,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
55–74,36.0,39.0,PHN304,Persons,43275.74,115436.9,37.49,DARLING DOWNS AND WEST MORETON,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
75+,42.7,46.9,PHN304,Persons,14564.42,32538.85,44.76,DARLING DOWNS AND WEST MORETON,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
18–54,11.2,15.0,PHN305,Females,1184.249,9026.893,13.12,WESTERN QUEENSLAND,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
55–74,31.7,38.9,PHN305,Females,999.543,2831.063,35.31,WESTERN QUEENSLAND,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
75+,39.0,49.0,PHN305,Females,301.239,684.34,44.02,WESTERN QUEENSLAND,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
18–54,16.3,21.3,PHN305,Males,1754.574,9333.07,18.8,WESTERN QUEENSLAND,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
55–74,35.1,42.7,PHN305,Males,1297.589,3336.162,38.9,WESTERN QUEENSLAND,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
75+,40.1,50.4,PHN305,Males,288.99,638.425,45.27,WESTERN QUEENSLAND,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
18–54,14.0,18.1,PHN305,Persons,2942.822,18359.96,16.03,WESTERN QUEENSLAND,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
55–74,33.9,40.7,PHN305,Persons,2300.113,6167.225,37.3,WESTERN QUEENSLAND,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
75+,40.4,49.0,PHN305,Persons,590.907,1322.765,44.67,WESTERN QUEENSLAND,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
18–54,13.1,15.1,PHN306,Females,26575.55,188879.2,14.07,CENTRAL QUEENSLAND AND SUNSHINE COAST,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
55–74,34.0,37.4,PHN306,Females,38062.42,106564.9,35.72,CENTRAL QUEENSLAND AND SUNSHINE COAST,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
75+,42.1,46.5,PHN306,Females,14679.86,33129.59,44.31,CENTRAL QUEENSLAND AND SUNSHINE COAST,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
18–54,18.8,21.4,PHN306,Males,36224.88,180099.1,20.11,CENTRAL QUEENSLAND AND SUNSHINE COAST,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
55–74,38.6,42.2,PHN306,Males,41771.65,103375.3,40.41,CENTRAL QUEENSLAND AND SUNSHINE COAST,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
75+,44.2,48.6,PHN306,Males,13789.91,29710.13,46.42,CENTRAL QUEENSLAND AND SUNSHINE COAST,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
18–54,16.1,18.0,PHN306,Persons,62883.4,368978.3,17.04,CENTRAL QUEENSLAND AND SUNSHINE COAST,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
55–74,36.5,39.6,PHN306,Persons,79931.11,209940.3,38.07,CENTRAL QUEENSLAND AND SUNSHINE COAST,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
75+,43.2,47.5,PHN306,Persons,28502.2,62839.73,45.36,CENTRAL QUEENSLAND AND SUNSHINE COAST,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
18–54,12.2,14.1,PHN307,Females,21039.42,159643.9,13.18,NORTHERN QUEENSLAND,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
55–74,33.2,36.6,PHN307,Females,22841.87,65491.83,34.88,NORTHERN QUEENSLAND,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
75+,42.0,46.5,PHN307,Females,7475.384,16889.8,44.26,NORTHERN QUEENSLAND,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
18–54,18.2,20.7,PHN307,Males,30134.72,154873.6,19.46,NORTHERN QUEENSLAND,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
55–74,37.8,41.5,PHN307,Males,27002.64,68174.7,39.61,NORTHERN QUEENSLAND,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
75+,43.8,48.4,PHN307,Males,7016.762,15210.54,46.13,NORTHERN QUEENSLAND,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
18–54,15.4,17.2,PHN307,Persons,51242.96,314517.5,16.29,NORTHERN QUEENSLAND,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
55–74,35.8,38.9,PHN307,Persons,49906.92,133666.5,37.34,NORTHERN QUEENSLAND,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
75+,43.0,47.4,PHN307,Persons,14508.65,32100.34,45.2,NORTHERN QUEENSLAND,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
18–54,10.4,12.1,PHN401,Females,34305.93,304899.1,11.25,ADELAIDE,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
55–74,31.2,34.4,PHN401,Females,43699.36,133256.2,32.79,ADELAIDE,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
75+,40.0,44.2,PHN401,Females,19962.33,47466.9,42.06,ADELAIDE,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
18–54,16.4,18.8,PHN401,Males,53139.22,302148.6,17.59,ADELAIDE,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
55–74,35.8,39.4,PHN401,Males,45647.34,121422.9,37.59,ADELAIDE,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
75+,41.8,46.1,PHN401,Males,16141.78,36714.13,43.97,ADELAIDE,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
18–54,13.6,15.2,PHN401,Persons,87565.99,607047.8,14.42,ADELAIDE,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
55–74,33.6,36.6,PHN401,Persons,89453.12,254679.0,35.12,ADELAIDE,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
75+,40.9,45.0,PHN401,Persons,36142.58,84181.03,42.93,ADELAIDE,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
18–54,12.9,15.0,PHN402,Females,14160.78,101560.9,13.94,COUNTRY SA,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
55–74,33.8,37.1,PHN402,Females,21971.87,61987.35,35.45,COUNTRY SA,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
75+,42.3,46.7,PHN402,Females,8716.656,19578.45,44.52,COUNTRY SA,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
18–54,18.7,21.3,PHN402,Males,20062.89,100385.2,19.99,COUNTRY SA,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
55–74,38.0,41.6,PHN402,Males,24664.02,62015.49,39.77,COUNTRY SA,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
75+,43.7,48.3,PHN402,Males,8026.951,17449.82,46.0,COUNTRY SA,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
18–54,16.0,17.9,PHN402,Persons,34269.52,201946.0,16.97,COUNTRY SA,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
55–74,36.1,39.2,PHN402,Persons,46693.1,124002.8,37.66,COUNTRY SA,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
75+,43.1,47.4,PHN402,Persons,16762.51,37028.27,45.27,COUNTRY SA,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
18–54,10.6,12.3,PHN501,Females,31811.64,277861.8,11.45,PERTH NORTH,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
55–74,31.4,34.6,PHN501,Females,33503.44,101509.5,33.01,PERTH NORTH,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
75+,40.3,44.4,PHN501,Females,13031.89,30774.7,42.35,PERTH NORTH,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
18–54,16.5,18.8,PHN501,Males,48839.9,276327.4,17.68,PERTH NORTH,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
55–74,35.5,39.1,PHN501,Males,36175.86,96964.51,37.31,PERTH NORTH,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
75+,41.9,46.2,PHN501,Males,10896.32,24733.6,44.06,PERTH NORTH,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
18–54,13.8,15.4,PHN501,Persons,80762.66,554189.2,14.57,PERTH NORTH,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
55–74,33.7,36.6,PHN501,Persons,69763.44,198474.1,35.15,PERTH NORTH,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
75+,41.1,45.2,PHN501,Persons,23954.1,55508.3,43.15,PERTH NORTH,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
18–54,10.9,12.5,PHN502,Females,29504.41,251941.3,11.71,PERTH SOUTH,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
55–74,32.0,35.1,PHN502,Females,31567.4,93981.94,33.59,PERTH SOUTH,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
75+,40.5,44.7,PHN502,Females,12587.63,29557.69,42.59,PERTH SOUTH,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
18–54,16.5,18.7,PHN502,Males,44627.69,253253.1,17.62,PERTH SOUTH,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
55–74,36.1,39.5,PHN502,Males,33726.3,89225.22,37.8,PERTH SOUTH,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
75+,42.1,46.4,PHN502,Males,10760.51,24309.37,44.26,PERTH SOUTH,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
18–54,13.9,15.5,PHN502,Persons,74233.71,505194.4,14.69,PERTH SOUTH,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
55–74,34.2,37.1,PHN502,Persons,65372.19,183207.2,35.68,PERTH SOUTH,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
75+,41.4,45.4,PHN502,Persons,23373.65,53867.06,43.39,PERTH SOUTH,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
18–54,12.9,15.0,PHN503,Females,14738.9,105778.0,13.93,COUNTRY WA,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
55–74,33.6,37.1,PHN503,Females,17999.79,50889.78,35.37,COUNTRY WA,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
75+,42.4,47.0,PHN503,Females,6153.277,13756.87,44.73,COUNTRY WA,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
18–54,18.6,21.2,PHN503,Males,20283.1,102066.1,19.87,COUNTRY WA,High blood pressure,PHN_HBP_AGE_SEX,2017–2018
